Order Number,CustomerID,Sales Channel,Order Date,Order Shipping Country,Order Items Gross,Order Shipping Gross GBP,Order Gross Total GBP,Order Net Total GBP,Order Status,Order Shipping Service,Order Discount Code
#0013173,778,Gymshark UK Shopify Store,04/07/2018,United Kingdom,23.04,4,27.04,22.53,Billed,Standard (3-5 Working Days),SBUKMAY10-NQF4H4
#0002217,779,Gymshark UK Shopify Store,06/04/2019,United Kingdom,95,0,95,79.16,Billed,Next Working Day,
#0010203,782,Gymshark UK Shopify Store,29/01/2019,United Kingdom,20,4,24,20,Billed,Standard (2 Working Days),
#0000418,783,Gymshark ROW Shopify Store,19/11/2018,Israel,44.79,11.69,56.48,56.48,Billed,Standard (3-6 Working Days),
#0014221,786,Gymshark DE Shopify Store,19/11/2018,Germany,51.73,0,51.73,43.47,Billed,Standard (2-3 Working Days),
#0006607,789,Gymshark USA Shopify Store,12/04/2015,United States,21.45,4.02,25.46,25.46,fulfilled,USA Express Tracked Shipping,
#0000521,790,Gymshark USA Shopify Store,17/10/2015,Spain,100.52,0,100.52,83.76,fulfilled,Shipping,
#0011011,790,Gymshark EU Shopify Store,15/11/2015,Spain,38.61,9.42,48.03,40.02,fulfilled,Shipping,
#0002259,790,Gymshark EU Shopify Store,09/12/2015,Spain,88.49,0,88.49,73.74,fulfilled,Shipping,
#0011203,791,Gymshark USA Shopify Store,05/01/2019,United States,110.04,0,110.04,110.04,Billed,Standard (4-7 Working Days),
#0006364,793,Gymshark USA Shopify Store,05/07/2018,United States,43.11,11.34,54.45,54.45,Billed,Failed Shipment Mapping,
#0012685,793,Gymshark USA Shopify Store,09/07/2018,United States,59.98,0,59.98,59.98,Billed,Standard (7-14 Working Days),
#0003420,794,Gymshark EU Shopify Store,27/11/2017,Ireland,46.9,8.06,54.96,44.68,Billed,Standard (7-14 Working Days),
#0009930,795,Gymshark UK Shopify Store,28/03/2019,United Kingdom,15,4,19,15.83,Billed,Standard (2 Working Days),
#0008484,796,Gymshark USA Shopify Store,24/11/2017,United States,36.32,7.5,43.82,43.82,Billed,Standard (7-14 Working Days),
#0007557,797,Gymshark USA Shopify Store,04/04/2018,United States,71.15,0,71.15,71.15,Billed,Standard (7-14 Working Days),
#0007460,797,Gymshark USA Shopify Store,24/01/2019,United States,80.3,0,80.3,80.3,Billed,Standard (4-7 Working Days),
#0001218,799,Gymshark UK Shopify Store,19/11/2016,United Kingdom,51,0,51,42.5,fulfilled,Standard (3-5 Working Days),
#0010339,800,Gymshark UK Shopify Store,15/07/2018,United Kingdom,30.6,6,36.6,30.5,Billed,Next Working Day,SBUKMAY10-S22QHP
#0004693,802,Gymshark UK Shopify Store,03/07/2017,United Kingdom,73.6,0,73.6,61.33,fulfilled,Standard (3-5 Working Days),
#0008562,802,Gymshark UK Shopify Store,14/09/2017,United Kingdom,80,0,80,66.66,Billed,Standard (3-5 Working Days),
#0004308,802,Gymshark UK Shopify Store,03/12/2017,United Kingdom,64,0,64,53.33,Billed,Standard (3-5 Working Days),
#0005330,802,Gymshark UK Shopify Store,19/11/2018,United Kingdom,115.2,0,115.2,96,Billed,Standard (2 Working Days),
#0013013,805,Gymshark AUS Shopify Store,20/03/2019,Australia,80.02,0,80.02,72.75,Billed,Standard (7-14 Working Days),
#0009514,808,Gymshark UK Shopify Store,14/05/2019,United Kingdom,36,0,36,30,Billed,Standard (2 Working Days),AFUKSB10-WFZU57
#0001228,809,Gymshark USA Shopify Store,05/03/2018,United States,20.89,7.25,28.14,28.14,Billed,Standard (7-14 Working Days),SBUS10-AEF4BF446F5A
#0012615,810,Gymshark USA Shopify Store,23/08/2018,United States,13.25,7.75,21,21,Billed,Standard (7-14 Working Days),SBUS10-2PWSQU
#0010000,811,Gymshark UK Shopify Store,19/11/2018,United Kingdom,34.2,4,38.2,31.83,Billed,Standard (2 Working Days),
#0000301,813,Gymshark USA Shopify Store,19/11/2018,United States,50.49,3.9,54.39,54.39,Billed,Standard (4-7 Working Days),
#0002754,814,Gymshark USA Shopify Store,18/03/2019,United States,41.38,3.76,45.14,45.14,Billed,Standard (4-7 Working Days),
#0006900,815,Gymshark UK Shopify Store,11/06/2017,United Kingdom,36,0,36,30,fulfilled,Standard (3-5 Working Days),
#0009472,816,Gymshark USA Shopify Store,31/01/2019,United States,169.68,0,169.68,169.68,Billed,Express (1-3 Working Days),
#0010986,817,Gymshark USA Shopify Store,26/01/2018,United States,66.99,0,66.99,66.99,Billed,Standard (7-14 Working Days),
#0013205,817,Gymshark USA Shopify Store,29/01/2018,United States,166.22,0,166.22,166.22,Billed,Failed Shipment Mapping,
#0006548,817,Gymshark USA Shopify Store,01/02/2018,United States,54.95,0,54.95,54.95,Billed,Standard (7-14 Working Days),
#0000934,818,Gymshark USA Shopify Store,03/04/2019,United States,60.87,0,60.87,60.87,Billed,Standard (4-7 Working Days),
#0005769,820,Gymshark USA Shopify Store,09/02/2019,United States,38.62,3.86,42.48,42.48,Billed,Standard (4-7 Working Days),
#0000251,821,Gymshark AUS Shopify Store,15/05/2019,Australia,42.93,10.74,53.67,48.79,Billed,Express (2-4 Working Days),
#0004833,822,Gymshark USA Shopify Store,15/05/2018,United States,57.66,0,57.66,57.66,Billed,Standard (7-14 Working Days),
#0007769,822,Gymshark USA Shopify Store,01/06/2018,United States,48.25,11.31,59.56,59.56,Billed,Failed Shipment Mapping,
#0000438,822,Gymshark USA Shopify Store,05/07/2018,United States,60.04,0,60.04,60.04,Billed,Standard (7-14 Working Days),
#0005906,822,Gymshark USA Shopify Store,24/07/2018,United States,79.39,0,79.39,79.39,Billed,Standard (7-14 Working Days),
#0011753,824,Gymshark DE Shopify Store,01/06/2018,Germany,31.71,4.4,36.11,30.34,Billed,Standard (3-5 Working Days),
#0008440,824,Gymshark DE Shopify Store,19/11/2018,Germany,14.22,4.44,18.66,15.68,Billed,Standard (2-3 Working Days),
#0007191,825,Gymshark EU Shopify Store,23/11/2018,Netherlands,23.93,4.43,28.36,23.43,Billed,Standard (2-3 Working Days),
#0009244,826,Gymshark DEN Shopify Store,23/11/2018,Denmark,66.5,4.75,71.25,57,Billed,Standard (3-5 Working Days),
#0003374,827,Gymshark USA Shopify Store,19/11/2018,United States,15.58,3.9,19.48,19.48,Billed,Standard (4-7 Working Days),
#0002298,828,Gymshark UK Shopify Store,19/03/2018,United Kingdom,26,4,30,25,Billed,Standard (3-5 Working Days),
#0008111,830,Gymshark USA Shopify Store,05/07/2016,Singapore,48.74,7.6,56.34,56.34,fulfilled,Shipping,
#0001361,833,Gymshark USA Shopify Store,16/01/2018,United States,78.32,0,78.32,78.32,Billed,Standard (7-14 Working Days),
#0008248,835,Gymshark USA Shopify Store,23/06/2016,Canada,100.43,0,100.43,100.43,fulfilled,Shipping,
#0006671,835,Gymshark USA Shopify Store,24/11/2017,Canada,78.64,0,78.64,78.64,Billed,Standard (7-14 Working Days),
#0007993,836,Gymshark DE Shopify Store,22/11/2017,Germany,55.8,0,55.8,46.9,Billed,Standard (3-5 Working Days),
#0012522,839,Gymshark UK Shopify Store,04/01/2018,United Kingdom,68,0,68,56.67,Billed,Standard (3-5 Working Days),
#0010704,840,Gymshark USA Shopify Store,08/04/2018,United States,106.47,0,106.47,106.47,Billed,Failed Shipment Mapping,
#0013840,844,Gymshark USA Shopify Store,10/12/2018,United States,43.14,3.92,47.06,47.06,Billed,Standard (4-7 Working Days),
#0003183,845,Gymshark USA Shopify Store,19/02/2018,United States,107.34,0,107.34,107.34,Billed,Failed Shipment Mapping,
#0000292,846,Gymshark DEN Shopify Store,06/12/2018,Denmark,113.49,0,113.49,90.79,Billed,Standard (3-5 Working Days),
#0003775,848,Gymshark USA Shopify Store,07/02/2019,United States,34.8,7.73,42.53,42.53,Billed,Standard (7-14 Working Days),
#0008492,851,Gymshark UK Shopify Store,15/05/2015,Italy,61.96,6.99,68.95,57.46,fulfilled,Royal Mail Italy Tracked and Signed,
#0002341,855,Gymshark DE Shopify Store,11/12/2018,Germany,69.6,0,69.6,58.49,Billed,Standard (2-3 Working Days),
#0011278,856,Gymshark FRA Shopify Store,06/03/2018,France,39.25,4.46,43.71,36.42,Billed,Standard (3-5 Working Days),
#0000103,856,Gymshark FRA Shopify Store,05/04/2018,France,47.11,0,47.11,39.26,Billed,Standard (3-5 Working Days),
#0001535,856,Gymshark FRA Shopify Store,06/04/2018,France,33.22,4.38,37.6,31.34,Billed,Standard (3-5 Working Days),
#0007711,856,Gymshark FRA Shopify Store,16/07/2018,France,67.09,0,67.09,55.91,Billed,Standard (3-5 Working Days),
#0009216,857,Gymshark UK Shopify Store,20/11/2017,United Kingdom,62.4,0,62.4,52,Billed,Standard (3-5 Working Days),
#0010726,857,Gymshark UK Shopify Store,10/02/2019,United Kingdom,30.6,4,34.6,28.83,Billed,Standard (2 Working Days),AFSBUK-UTYHP6
#0009106,859,Gymshark USA Shopify Store,14/03/2017,United States,121.13,0,121.13,121.13,fulfilled,Standard (7-14 Working Days),USWELCOME-555EB535
#0013556,859,Gymshark USA Shopify Store,28/11/2017,United States,107.99,0,107.99,107.99,Billed,Standard (7-14 Working Days),
#0006475,859,Gymshark USA Shopify Store,02/01/2019,United States,77.76,0,77.76,77.76,Billed,Standard (4-7 Working Days),
#0009703,859,Gymshark USA Shopify Store,26/04/2019,United States,96.8,11.62,108.42,108.42,Billed,Express (1-3 Working Days),
#0006309,862,Gymshark FRA Shopify Store,21/08/2018,France,50.34,0,50.34,41.95,Billed,Standard (2-3 Working Days),PARTOUTLET5
#0011309,866,Gymshark DE Shopify Store,19/11/2018,Austria,57.58,0,57.58,47.98,Billed,Standard (2-3 Working Days),
#0005400,867,Gymshark USA Shopify Store,06/09/2015,United States,79.49,13.03,92.52,92.52,fulfilled,Shipping,
#0012830,867,Gymshark USA Shopify Store,04/04/2019,United States,98.68,0,98.68,98.68,Billed,Standard (4-7 Working Days),
#0014075,869,Gymshark USA Shopify Store,01/06/2017,United States,26.26,7.82,34.08,34.08,fulfilled,Standard (7-14 Working Days),
#0002561,870,Gymshark USA Shopify Store,29/11/2018,United States,43.17,3.92,47.09,47.09,Billed,Standard (4-7 Working Days),
#0003572,872,Gymshark EU Shopify Store,18/02/2016,Ireland,60.76,0,60.76,49.4,fulfilled,Shipping,
#0010290,872,Gymshark EU Shopify Store,23/09/2016,Ireland,28.8,0,28.8,23.42,fulfilled,Standard (3-5 Working Days),
#0011289,872,Gymshark IE Shopify Store,15/01/2019,Ireland,8.91,4.45,13.36,10.86,Billed,Standard (2-3 Working Days),
#0003925,875,Gymshark SWE Shopify Store,16/03/2019,Sweden,85.58,0,85.58,68.46,Billed,Standard (3-5 Working Days),
#0005642,878,Gymshark UK Shopify Store,22/11/2015,United Kingdom,25.48,2.49,27.97,23.31,fulfilled,Shipping,
#0005657,878,Gymshark UK Shopify Store,09/04/2018,United Kingdom,106,0,106,88.33,Billed,Standard (3-5 Working Days),
#0001275,880,Gymshark SWE Shopify Store,28/01/2019,Sweden,50.31,4.19,54.5,43.6,Billed,Standard (3-5 Working Days),
#0003609,889,Gymshark USA Shopify Store,06/07/2016,Canada,37.26,11.41,48.66,48.66,fulfilled,Shipping,
#0010118,890,Gymshark UK Shopify Store,26/01/2019,United Kingdom,40,0,40,33.33,Billed,Standard (2 Working Days),
#0000244,890,Gymshark UK Shopify Store,11/02/2019,United Kingdom,40,0,40,33.33,Billed,Standard (2 Working Days),
#0002683,891,Gymshark UK Shopify Store,19/01/2018,United Kingdom,20,4,24,20,Billed,Standard (3-5 Working Days),
#0000791,891,Gymshark UK Shopify Store,05/02/2018,United Kingdom,64,0,64,53.34,Billed,Standard (3-5 Working Days),
#0008026,891,Gymshark UK Shopify Store,07/02/2018,United Kingdom,64,0,64,53.34,Billed,Standard (3-5 Working Days),
#0012112,891,Gymshark UK Shopify Store,17/02/2018,United Kingdom,24,4,28,23.33,Billed,Standard (3-5 Working Days),
#0008356,891,Gymshark UK Shopify Store,23/02/2018,United Kingdom,16.8,4,20.8,17.33,Billed,Standard (3-5 Working Days),
#0008579,891,Gymshark UK Shopify Store,05/03/2018,United Kingdom,24,6,30,25,Billed,Next Working Day,
#0008226,891,Gymshark UK Shopify Store,28/08/2018,United Kingdom,17.5,4,21.5,17.91,Billed,Standard (2 Working Days),
#0001376,891,Gymshark UK Shopify Store,30/08/2018,United Kingdom,18,4,22,18.33,Billed,Standard (2 Working Days),
#0006638,891,Gymshark UK Shopify Store,19/01/2019,United Kingdom,15,4,19,15.83,Billed,Standard (2 Working Days),
#0013698,892,Gymshark USA Shopify Store,02/04/2016,United States,28.35,9.09,37.44,37.44,fulfilled,Shipping,
#0008474,896,Gymshark USA Shopify Store,18/12/2016,United States,19.78,8.01,27.79,27.79,fulfilled,Express (1-2 Working Days),SAVEFIVE
#0005460,900,Gymshark FRA Shopify Store,14/01/2019,France,62.51,0,62.51,52.1,Billed,Standard (2-3 Working Days),
#0003213,901,Gymshark USA Shopify Store,29/10/2018,United States,28.05,3.9,31.95,31.95,Billed,Standard (4-7 Working Days),
#0009158,902,Gymshark UK Shopify Store,10/01/2017,United Kingdom,36,6,42,35,fulfilled,Express Next Day,
#0004190,907,Gymshark EU Shopify Store,22/11/2018,Croatia/Hrvatska,69.2,0,69.2,55.36,Billed,Standard (3-5 Working Days),
#0001434,911,Gymshark UK Shopify Store,13/03/2019,United Kingdom,105,0,105,87.5,Billed,Next Working Day,
#0009339,913,Gymshark EU Shopify Store,24/10/2016,Germany,37.46,8.03,45.49,38.23,fulfilled,Standard (3-5 Working Days),
#0010928,913,Gymshark DE Shopify Store,14/09/2017,Germany,147.5,0,147.5,123.95,Billed,Standard (3-5 Working Days),
#0004230,913,Gymshark DE Shopify Store,04/10/2017,Germany,0,0,0,0,Billed,Standard (3-5 Working Days),FAULTY ITEM
#0001005,913,Gymshark DE Shopify Store,15/02/2018,Germany,98.74,0,98.74,82.98,Billed,Standard (3-5 Working Days),STUDENTBEANS-594SS8B4
#0008541,913,Gymshark DE Shopify Store,04/07/2018,Germany,108.13,0,108.13,90.88,Billed,Standard (3-5 Working Days),
#0009608,913,Gymshark DE Shopify Store,19/11/2018,Germany,97.92,0,97.92,82.29,Billed,Standard (2-3 Working Days),
#0012298,913,Gymshark DE Shopify Store,25/02/2019,Germany,82.02,0,82.02,68.93,Billed,Standard (2-3 Working Days),AFSBDE10-S6X2JF
#0000362,915,Gymshark USA Shopify Store,23/11/2018,United States,16.3,3.88,20.18,20.18,Billed,Standard (4-7 Working Days),
#0002731,915,Gymshark USA Shopify Store,26/02/2019,United States,41.09,3.81,44.9,44.9,Billed,Standard (4-7 Working Days),AFSBUS10-AZG5YG
#0013187,916,Gymshark USA Shopify Store,08/07/2018,United States,19.59,7.53,27.12,27.12,Billed,Standard (7-14 Working Days),
#0008828,917,Gymshark UK Shopify Store,05/11/2018,United Kingdom,18,4,22,18.33,Billed,Standard (2 Working Days),
#0011017,927,Gymshark UK Shopify Store,23/11/2017,United Kingdom,65.4,0,65.4,54.49,Billed,Standard (3-5 Working Days),
#0006390,927,Gymshark UK Shopify Store,07/07/2018,United Kingdom,16,4,20,16.66,Billed,Standard (3-5 Working Days),
#0009650,927,Gymshark UK Shopify Store,19/11/2018,United Kingdom,60.8,0,60.8,50.67,Billed,Standard (2 Working Days),
#0005035,930,Gymshark USA Shopify Store,05/03/2019,United States,34.21,11.4,45.61,45.61,Billed,Express (1-3 Working Days),
#0000820,931,Gymshark DE Shopify Store,15/02/2018,Germany,57.78,0,57.78,48.56,Billed,Standard (3-5 Working Days),
#0009470,931,Gymshark DE Shopify Store,01/03/2018,Germany,70.06,0,70.06,58.88,Billed,Standard (3-5 Working Days),
#0013654,931,Gymshark DE Shopify Store,26/08/2018,Germany,91.39,0,91.39,62.36,Closed,Standard (2-3 Working Days),
#0008694,931,Gymshark DE Shopify Store,29/08/2018,Germany,66.46,0,66.46,55.85,Billed,Standard (2-3 Working Days),DE-SORRY-F3ZDNX
#0005102,931,Gymshark DE Shopify Store,03/10/2018,Germany,60.62,0,60.62,50.96,Billed,Standard (2-3 Working Days),
#0013137,931,Gymshark DE Shopify Store,28/10/2018,Germany,71.09,0,71.09,59.74,Billed,Standard (2-3 Working Days),
#0009149,931,Gymshark DE Shopify Store,14/11/2018,Germany,47.79,0,47.79,40.16,Billed,Standard (2-3 Working Days),
#0014067,931,Gymshark DE Shopify Store,19/11/2018,Germany,124.41,0,124.41,104.54,Billed,Standard (2-3 Working Days),
#0012780,931,Gymshark DE Shopify Store,21/11/2018,Germany,53.37,0,53.37,44.86,Billed,Standard (2-3 Working Days),
#0002723,931,Gymshark DE Shopify Store,03/03/2019,Germany,55.93,0,55.93,47,Billed,Standard (2-3 Working Days),
#0002740,932,Gymshark EU Shopify Store,11/09/2015,Finland,36.49,6.1,42.59,34.35,fulfilled,Shipping,
#0008207,934,Gymshark UK Shopify Store,04/12/2016,United Kingdom,32,4,36,30,fulfilled,Standard (3-5 Working Days),
#0006037,935,Gymshark EU Shopify Store,04/12/2016,Netherlands,37.15,7.6,44.75,36.99,fulfilled,Standard (3-5 Working Days),
#0005788,938,Gymshark UK Shopify Store,01/02/2017,United Kingdom,36,0,36,30,fulfilled,Standard (3-5 Working Days),
#0003472,939,Gymshark USA Shopify Store,12/03/2018,United States,25.97,10.82,36.79,36.79,Billed,Failed Shipment Mapping,
#0007732,940,Gymshark UK Shopify Store,20/08/2018,United Kingdom,27,4,31,25.83,Billed,Standard (2 Working Days),SBUKMAY10-2WZSZC
#0008956,942,Gymshark ROW Shopify Store,08/06/2017,Australia,78.16,0,78.16,78.16,fulfilled,Standard (7-14 Working Days),
#0009341,942,Gymshark ROW Shopify Store,03/07/2017,Australia,37.38,6.92,44.3,44.3,fulfilled,Standard (7-14 Working Days),ROWWELCOME-CES83DT5
#0011655,942,Gymshark AUS Shopify Store,14/09/2017,Australia,60.61,6.06,66.67,66.67,Billed,Standard (7-14 Working Days),
#0003438,942,Gymshark AUS Shopify Store,20/11/2017,Australia,95.62,0,95.62,95.62,Billed,Standard (7-14 Working Days),
#0004982,942,Gymshark AUS Shopify Store,26/01/2018,Australia,28.11,5.68,33.79,33.79,Billed,Standard (7-14 Working Days),STUDENTBEANS-99B53443
#0006208,942,Gymshark AUS Shopify Store,26/01/2018,Australia,28.11,5.68,33.79,33.79,Billed,Standard (7-14 Working Days),STUDENTBEANS-99B53443
#0004982,942,Gymshark AUS Shopify Store,26/01/2018,Australia,0,5.68,33.79,5.68,Closed,Standard (7-14 Working Days),STUDENTBEANS-99B53443
#0006208,942,Gymshark AUS Shopify Store,26/01/2018,Australia,0,5.68,33.79,5.68,Closed,Standard (7-14 Working Days),STUDENTBEANS-99B53443
#0001130,942,Gymshark AUS Shopify Store,26/04/2018,Australia,53.77,5.43,59.2,59.2,Billed,Standard (7-14 Working Days),STUDENTBEANS-E8684C97
#0013771,943,Gymshark ROW Shopify Store,17/04/2018,Singapore,115.8,0,115.8,115.8,Billed,Express (2-4 Working Days),
#0002199,943,Gymshark ROW Shopify Store,24/04/2018,Singapore,0,0,0,0.01,Billed,Express (2-4 Working Days),CUSTOM DISCOUNT
#0009782,943,Gymshark ROW Shopify Store,21/08/2018,Singapore,161.36,0,161.36,161.36,Billed,Express (2-4 Working Days),
#0006339,943,Gymshark ROW Shopify Store,21/11/2018,Singapore,96.65,0,96.65,96.65,Billed,Standard (7-14 Working Days),
#0013114,943,Gymshark ROW Shopify Store,19/03/2019,Singapore,79.08,0,79.08,79.08,Billed,Standard (7-14 Working Days),
#0013631,945,Gymshark USA Shopify Store,20/08/2018,Canada,31.39,11.77,43.16,43.16,Billed,Failed Shipment Mapping,
#0008874,946,Gymshark UK Shopify Store,24/11/2017,United Kingdom,25.6,4,29.6,24.66,Billed,Standard (3-5 Working Days),
#0006327,947,Gymshark UK Shopify Store,04/01/2018,United Kingdom,52,0,52,43.33,Billed,Standard (3-5 Working Days),
#0006507,951,Gymshark USA Shopify Store,24/11/2017,United States,46.36,7.52,53.88,53.88,Billed,Standard (7-14 Working Days),
#0010364,953,Gymshark ROW Shopify Store,16/02/2018,Philippines,113.18,0,113.18,113.18,Billed,Express (2-4 Working Days),SH4RK17
#0001825,955,Gymshark USA Shopify Store,14/03/2019,United States,37.72,3.77,41.49,41.49,Billed,Standard (4-7 Working Days),
#0011968,957,Gymshark USA Shopify Store,29/11/2016,United States,50.67,8.04,58.72,58.72,fulfilled,Standard (7-14 Working Days),
#0007052,959,Gymshark EU Shopify Store,23/06/2017,Italy,28.73,7.89,36.63,30.52,fulfilled,Standard (3-5 Working Days),EUWELCOME-97A8BC75
#0004585,962,Gymshark EU Shopify Store,18/02/2018,Italy,19.47,7.97,27.44,22.49,Billed,Standard (3-5 Working Days),
#0008086,963,Gymshark USA Shopify Store,20/11/2017,United States,150.47,0,150.47,150.47,Billed,Standard (7-14 Working Days),
#0003620,963,Gymshark USA Shopify Store,08/10/2018,United States,116.03,0,116.03,116.03,Billed,Express (1-3 Working Days),PARTUSOCT150
#0003887,963,Gymshark USA Shopify Store,26/10/2018,United States,35.1,1,36.1,36.1,Billed,Express (1-3 Working Days),
#0005387,963,Gymshark USA Shopify Store,26/10/2018,United States,143.21,0,143.21,108.11,Closed,Express (1-3 Working Days),PARTUSSE10PC
#0004506,963,Gymshark USA Shopify Store,06/12/2018,United States,78.6,0,78.6,78.6,Billed,Standard (4-7 Working Days),
#0010073,963,Gymshark USA Shopify Store,06/12/2018,United States,78.6,0,78.6,78.6,Billed,Standard (4-7 Working Days),
#0003297,963,Gymshark USA Shopify Store,26/12/2018,United States,94.44,0,94.44,94.44,Billed,Standard (4-7 Working Days),
#0009406,964,Gymshark USA Shopify Store,07/07/2017,United States,67.68,0,67.68,67.68,fulfilled,Standard (7-14 Working Days),
#0011763,964,Gymshark USA Shopify Store,25/08/2017,United States,41.64,7.71,49.35,49.35,fulfilled,Standard (7-14 Working Days),
