Order Number,CustomerID,Item Quantity,Item SKU,Item Subtotal (Inc Disc),Item Discount GBP,Item Gross Total GBP,Item Tax Value GBP,Item Net Total GBP
#0000035,2102,1,GLZH-BL/WH-M,20.24,0,20.24,3.37,16.87
#0000035,2102,1,GFTS-TYPU-M,20.24,0,20.24,3.37,16.87
#0000036,5165,1,GLCT3140-BK-M,25.9,0,25.9,4.32,21.58
#0000036,5165,1,GLLG062-BK-M,47.47,0,47.47,7.91,39.56
#0000037,5108,1,GLLG012-BK-S,36,,36,6,30
#0000037,5108,1,GLLG012-CHM-S,36,,36,6,30
#0000038,8325,1,GLTK3135-WPHB-XS,17.16,0,17.16,0,17.16
#0000040,9338,1,GLSB016-PHP/CH-S,26.77,0,26.77,0,26.77
#0000040,9338,1,GLLG035-IND/BK-S,35.23,0,35.23,0,35.23
#0000040,9338,1,GLCT005-IND/BK-S,28.18,0,28.18,0,28.18
#0000040,9338,1,GLLG035-PHP/CH-S,35.23,0,35.23,0,35.23
#0000041,7504,1,GABG1729-BK-OS,11.49,0,11.49,0,11.49
#0000042,6197,1,GLLG1830-BKM-L,31.16,0,31.16,0,31.16
#0000042,6197,1,GABG012-GL-OS,21.82,0,21.82,0,21.82
#0000042,6197,1,GABT3225-GBL/BK-OS,6.23,0,6.23,0,6.23
#0000042,6197,1,GLSH019-BK-XL,19.09,0,19.09,0,19.09
#0000042,6197,1,GLJK006-BK-XL,32.72,0,32.72,0,32.72
#0000044,1489,1,GMHD028-BK-S,19.9,0,19.9,3.32,16.58
#0000044,1489,1,GMHD028-CHM-S,19.9,0,19.9,3.32,16.58
#0000044,1489,1,GMST050-PLGN-S,19.81,0,19.81,3.3,16.51
#0000044,1489,1,GMST032-GLM-S,10.61,0,10.61,1.77,8.84
#0000044,1489,1,GMST034-GLM/WH-M,12.38,0,12.38,2.06,10.32
#0000045,758,1,GLLG041-BK-S,42.59,0,42.59,6.8,35.79
#0000045,758,1,GLVT033-CP-S,21.3,0,21.3,3.4,17.9
#0000045,758,1,GLLT026-PWM-S,33.71,0,33.71,5.38,28.33
#0000046,5484,1,GAHW005-BK,20.27,,20.27,0,20.27
#0000048,6645,1,GLLG017-BTM-XS,38,0,38,6.33,31.67
#0000048,6645,1,GLLG022-CH/PTQ-XS,28,0,28,4.67,23.33
#0000048,6645,1,GMSH006-SB-S,20,0,20,3.33,16.67
#0000048,6645,1,GLVT023-BK-XS,18,0,18,3,15
#0000048,6645,1,GLVT027-PTQ-XS,20,0,20,3.33,16.67
#0000048,6645,1,GLLT026-PTQM-XS,30,0,30,5,25
#0000048,6645,1,GMST017-GLM-S,28,0,28,4.67,23.33
#0000049,5651,1,GMPO016-BK-M,40,0,40,6.67,33.33
#0000049,5651,1,GMSH024-GL-M,20,0,20,3.33,16.67
#0000050,6452,1,GLLG1824-CHM/DPK-S,37.76,0,37.76,0,37.76
#0000051,7887,1,GLLT1892-BKM-L,27.56,0,27.56,0,27.56
#0000052,3862,1,GLLG022-CH/PIC/WH-M,25,0,25,4.17,20.83
#0000052,3862,1,GLTK3398-BK-M,10,0,10,1.67,8.33
#0000053,8615,1,GLLG004-CH/SG-XS,29.79,0,29.79,0,29.79
#0000053,8615,1,GLLG006-SLM-XS,32.84,0,32.84,0,32.84
#0000054,2507,1,GLSB035-STM-XS,28.92,2.89,26.03,0,26.03
#0000054,2507,1,GLLG079-STM-XS,35,3.5,31.5,0,31.5
#0000056,8511,1,GMST050-AG-M,24.78,0,24.78,4.13,20.65
#0000060,2139,1,GLLG042-PLL-M,22.08,0,22.08,0,22.08
#0000060,2139,1,GLCT007-PL-M,26.8,0,26.8,0,26.8
#0000060,2139,1,GLPO007-BK-M,32.89,0,32.89,0,32.89
#0000061,5217,1,GLSB1883-MABM-M,25,0,25,4.17,20.83
#0000063,6827,1,GMST019-BK-L,20,,20,3.33,16.67
#0000064,3109,1,GABG005-BK-OS,19.11,0,19.11,0,19.11
#0000066,6747,1,GMSH024-BK-S,18.83,0,18.83,0,18.83
#0000066,6747,1,GMTK3251-BK-XXL,11.3,0,11.3,0,11.3
#0000067,6351,1,GPT-GP-S,7.38,0,7.38,1.23,6.15
#0000068,3515,1,GLLG1830-INDM-S,43.03,0,43.03,6.87,36.16
#0000068,3515,1,GLCT1846-BK-S,30.12,0,30.12,4.81,25.31
#0000068,3515,1,GLCT1847-INDM-S,30.12,0,30.12,4.81,25.31
#0000068,3515,1,GLCT1847-PGPM-S,30.12,0,30.12,4.81,25.31
#0000068,3515,1,GLLT1892-DPKM-S,30.12,0,30.12,4.81,25.31
#0000069,4525,1,GLVT026-DP-XS,20.8,0,20.8,3.47,17.33
#0000069,4525,1,GLVT026-SFG-XS,20.8,0,20.8,3.47,17.33
#0000070,2049,1,GMST004-ST-M,22,,22,3.67,18.33
#0000072,4296,1,GMSH006-SB-S,23.35,0,23.35,3.73,19.62
#0000072,4296,1,GMST033-PM-S,34.13,0,34.13,5.45,28.68
#0000072,4296,1,GMST033-WHM-S,34.13,0,34.13,5.45,28.68
#0000074,4257,1,GLLG1824-CHM/DPK-M,40,0,40,6.67,33.33
#0000075,7372,1,GLLG012-CHM-XS,35.68,,35.68,0,35.68
#0000075,7372,1,GLSB003-BKM/WH-XS,25.95,,25.95,0,25.95
#0000077,6773,1,GLLG049-BK/BKM-M,40,6,34,5.67,28.33
#0000078,4219,1,GMBP1940-SMGM-M,19.88,0,19.88,0,19.88
#0000078,4219,1,GMPO003-CHM-L,34.99,0,34.99,0,34.99
#0000078,4219,1,GMJG029-BK-M,35.79,0,35.79,0,35.79
#0000080,6460,1,GWB-GR,3.99,0.4,3.59,0.6,2.99
#0000080,6460,1,GLSZH-BK/WH-L,14.99,1.5,13.49,2.25,11.24
#0000080,6460,1,GGBN-BK/WH,3.99,0.4,3.59,0.6,2.99
#0000081,4209,1,GLCT1848-STM/ENB-M,31.69,0,31.69,6.13,25.56
#0000081,4209,1,GLPO011-TP-XS,36.22,0,36.22,7.01,29.21
#0000082,717,1,GLLG1830-PGPM-S,43.09,0,43.09,7.48,35.61
#0000084,2591,1,GMHD015-BK-L,17,4.25,12.75,2.12,10.63
#0000085,9856,1,GLHD021-GLM-XS,30,0,30,5,25
#0000085,9856,1,GLCT001-SLM-XS,30,0,30,5,25
#0000087,8420,1,GLLG022-CH/PTQ-S,29.92,0,29.92,0,29.92
#0000089,3583,1,GLLG1824-CHM/DPK-XS,40,0,40,6.67,33.33
#0000090,7583,1,GLLG1831-DKR-XS,45,0,45,7.5,37.5
#0000090,7583,1,GLCT1853-BK-S,30,0,30,5,25
#0000091,5577,1,GMPO003-SB-M,26.13,0,26.13,4.89,21.24
#0000091,5577,1,GMPO008-CHM-M,24,0,24,4.49,19.51
#0000094,8683,1,GLCT012-BLK-M,15,0,15,2.5,12.5
#0000095,2809,1,GMTK027-BK-M,18.2,1.78,16.42,0,16.42
#0000095,2809,1,GMTK027-PT-M,18.2,1.78,16.42,0,16.42
#0000095,2809,1,GMPO008-BKM-M,40.95,4.01,36.94,0,36.93
#0000096,5434,1,GLLG1825-BK-XL,20,0,20,3.33,16.67
#0000098,9217,1,GLLG042-BK-S,42,0,42,7,35
#0000099,6057,1,GLLG043-BK-S,19.51,0,19.51,0,19.51
#0000099,6057,1,GLLG022-CH/DPK-M,18.57,0,18.57,0,18.57
#0000100,282,1,GLLG1830-MABM-XS,40,0,40,6.67,33.33
#0000102,8854,1,GMHD010-GM/BK-M,21.17,0,21.17,0,21.17
#0000102,8854,1,GFH-GP-M,19.43,0,19.43,0,19.43
#0000103,856,1,GLLG042-KH-M,47.11,0,47.11,7.85,39.26
#0000104,3238,1,GLLG015-SBM/GL-XS,30.11,,30.11,0,30.11
#0000105,2227,1,GLFB-BK/GP-L,28.99,2.9,26.09,0,26.09
#0000105,2227,1,GLFB-BK/WH-L,34.99,3.5,31.49,0,31.49
#0000105,2227,1,GLMSV-BB-L,18.99,1.9,17.09,0,17.09
#0000106,2761,1,GLLG1828-DPK-S,41.64,2.97,38.67,0,38.67
#0000106,2761,1,GLCT1847-DMAM-S,26.5,1.89,24.61,0,24.61
#0000106,2761,1,GLCT1847-INDM-S,26.5,1.89,24.61,0,24.61
#0000106,2761,1,GLCT1847-MABM-S,26.5,1.89,24.61,0,24.61
#0000106,2761,1,GLCT020-SEB-S,34.07,2.43,31.64,0,31.64
#0000106,2761,1,GLSB1876-DPK-S,30.28,2.16,28.12,0,28.12
#0000106,2761,1,GLSB2061-PGP/DMG-S,26.5,1.89,24.61,0,24.59
#0000109,4757,1,GMSR002-GLM-L,18,0,18,3,15
#0000109,4757,1,GMB002-NV/WH-L,19.6,0,19.6,3.27,16.33
#0000109,4757,1,GLJK002-BK/WH-S,28,0,28,4.67,23.33
#0000111,9287,1,GMJG012-PT-M,40,,40,6.67,33.33
#0000112,7630,1,GEB-BK/BL-M,12.18,0,12.18,2.28,9.9
#0000112,7630,1,GPT-GP-S,8.13,0,8.13,1.52,6.61
#0000112,7630,1,GSGB-1,6.09,0,6.09,1.14,4.95
#0000112,7630,1,GFH-BK-M,19.4,0,19.4,3.63,15.77
#0000113,7672,1,GMHD030-GLM-XXL,41.4,0,41.4,0,41.4
#0000114,2640,1,GLLG064-GL-XS,35.71,0,35.71,0,35.71
#0000115,4666,1,GMSH034-BL-M,35.18,3.52,31.66,5.28,26.38
#0000115,4666,1,GMST035-PT/CH-M,31.66,3.16,28.49,4.75,23.74
#0000116,2569,1,GMSH006-BK-S,13.33,1.33,12,1.09,10.91
#0000116,2569,1,GMSH006-CHM-S,13.33,1.33,12,1.09,10.91
#0000118,1418,1,GLSB1876-BK-M,30,0,30,5,25
#0000119,321,1,GLLG1828-ST-M,41.68,0,41.68,8.07,33.61
#0000122,8797,1,GLLG017-BTM-M,35.38,,35.38,0,35.38
#0000125,7087,1,GMSH011-GM/BK-S,10.33,0,10.33,1.72,8.61
#0000129,4888,1,GLCT007-BK-S,30.69,0,30.69,0,30.69
#0000129,4888,1,GLLG076-CHM-S,27.62,0,27.62,0,27.62
#0000129,4888,1,GLLG076-WHKM-S,27.62,0,27.62,0,27.62
#0000130,2714,1,GLLG028-BK/WH-M,18.92,0,18.92,0,18.92
#0000130,2714,1,GLLG033-IND-M,25.23,0,25.23,0,25.23
#0000132,1582,1,GLLG076-CHM-S,22.44,0,22.44,0,22.44
#0000132,1582,1,GLLG076-TP-S,22.44,0,22.44,0,22.44
#0000132,1582,1,GLLG076-WHKM-S,22.44,0,22.44,0,22.44
#0000133,6309,1,GMSH024-CH-M,17.45,0,17.45,3.03,14.42
#0000133,6309,1,GMST034-SB-M,15.59,0,15.59,2.71,12.88
#0000133,6309,1,GMJG029-CHM-M,23.37,0,23.37,4.06,19.31
#0000137,2522,1,GLCT2042-BSN-S,35.63,0,35.63,0,35.63
#0000137,2522,1,GLLT1892-BSNM-S,27.71,0,27.71,0,27.71
#0000140,4929,1,GMSR009-BK-M,11.98,0,11.98,0,11.98
#0000140,4929,1,GMTK030-WH-M,16.18,0,16.18,0,16.18
#0000140,4929,1,GMHD025-GLM-M,23.33,0,23.33,0,23.33
#0000140,4929,1,GMJG029-AEB-S,28,0,28,0,28
#0000142,1158,1,GLLG025-BK-M,10.79,0,10.79,0,10.79
#0000142,1158,1,GLLG012-BK-M,22.15,0,22.15,0,22.15
#0000142,1158,1,GLLG025-GLM-M,10.79,0,10.79,0,10.79
#0000142,1158,1,GLVT021-GLM-M,11.08,0,11.08,0,11.08
#0000142,1158,1,GLVT024-CPM-M,12.66,0,12.66,0,12.66
#0000142,1158,1,GLVT024-INDM-M,12.66,0,12.66,0,12.66
#0000143,1605,1,GALS3384-BK-OS,13.48,0,13.48,2.25,11.23
#0000143,1605,1,GLLG062-SEB-S,49.4,0,49.4,8.23,41.17
#0000144,6256,1,GLLG004-GLM/MG-S,28.9,0,28.9,0,28.9
#0000145,3827,1,GMST3194-FRD-S,18,0,18,3,15
#0000145,3827,1,GMTK012-WGM-S,18,0,18,3,15
#0000145,3827,1,GMTK1971-BKM-S,20,0,20,3.33,16.67
#0000146,7319,1,GMLG012-BKM-S,17.18,0,17.18,0,17.18
#0000148,1000,1,GLLG1828-BK-S,49.81,0,49.81,7.95,41.86
#0000149,8816,1,GLST004-CHM-XS,17.33,,15.6,2.6,13
#0000149,8816,1,GLUW001-GLM-S,11.79,,10.61,1.77,8.84
#0000149,8816,1,GLUW002-GLM-S,11.79,,10.61,1.77,8.84
#0000149,8816,1,GLVT001-BK/WH-S,20.63,,18.56,3.09,15.47
#0000149,8816,1,GLSB012-BK-S,22.53,,20.28,3.38,16.9
#0000149,8816,1,GLSB012-CHM-S,22.53,,20.28,3.38,16.9
#0000150,4389,1,GLVT027-BK-M,0,0,0,0,0
#0000150,4389,1,GLVT027-WH-M,0,0,0,0,0
#0000150,4389,1,GLLG080-KH-S,0,0,0,0,0
#0000150,4389,1,GLLG080-TP-S,0,0,0,0,0
#0000152,1578,1,GFETS-CR-M,10.33,0,10.33,1.72,8.61
#0000153,8259,1,GMPO3030-WH-M,38.19,0,38.19,0,38.19
#0000153,8259,1,GMLT1969-CHM-M,34.37,0,34.37,0,34.37
#0000155,9613,1,GLCT005-CP/BT-L,34.08,0,34.08,5.68,28.4
#0000155,9613,1,GLLG079-DKR-L,43.04,0,43.04,7.17,35.87
#0000156,7197,1,GMPO2025-DBR-XL,38.88,0,38.88,0,38.88
#0000162,6636,1,GLSB036-DT/IB-S,25.47,2.55,22.92,3.98,18.94
#0000162,6636,1,GLLG082-DT/IB-XS,36.79,3.68,33.11,5.75,27.36
#0000164,494,1,GLLG044-BT-S,44,0,44,7.33,36.67
#0000164,494,1,GLSH012-BK/WH-S,26,0,26,4.33,21.67
#0000164,494,1,GLSB011-BT-S,26,0,26,4.33,21.67
#0000164,494,1,GLSB024-PHC-S,26,0,26,4.33,21.67
#0000164,494,1,GLLG038-CH-S,27.99,0,27.99,4.66,23.33
#0000165,6492,1,GLLG022-BK/WH-S,17.86,0,17.86,0,17.86
#0000166,3371,1,GLJG010-KH-M,29.06,1.45,27.61,0,27.61
#0000166,3371,1,GLLG039-BK-M,24.62,1.23,23.39,0,23.39
#0000168,406,1,GLLG076-GL-S,28,0,28,4.67,23.33
#0000169,4270,1,GMABG001-BK,20.99,0,20.99,3.5,17.49
#0000170,5197,1,GMTK023-DB-L,18,0,18,3,15
#0000170,5197,1,GMTK023-NSP-L,18,0,18,3,15
#0000171,3896,1,GLSH006-BK/WH-M,20,1.79,18.22,3.04,15.18
#0000171,3896,1,GLLG012-BK-M,36,3.21,32.79,5.47,27.32
#0000172,462,1,GMSH3253-BK-L,20,0,20,3.33,16.67
#0000172,462,1,GMTK011-SLTM-L,15,0,15,2.5,12.5
#0000172,462,1,GMTK3251-BK-L,15,0,15,2.5,12.5
#0000173,9641,1,GLLG035-CP/BT-M,19.62,1.96,17.66,0,17.66
#0000174,4535,1,GMUW002-BK/GBL/MG-S,9.23,,9.23,0,9.23
#0000174,4535,1,GMHD017-GLM/SB-S,20,,20,0,20
#0000178,1679,1,GMHD017-BK/GLM-L,38,,36.1,6.02,30.08
#0000179,5027,1,GLCT1854-WKH-S,26.74,0,26.74,0,26.74
#0000183,7447,1,GLVT035-GLM-M,16.8,0,16.8,2.8,14
#0000183,7447,1,GLVT035-INDM-M,16.8,0,16.8,2.8,14
#0000183,7447,1,GLVT035-WH-M,16.8,0,16.8,2.8,14
#0000183,7447,1,GLJG010-BK-M,30,0,30,5,25
#0000183,7447,1,GLJG010-GLM-M,30,0,30,5,25
#0000185,8179,1,GMST027-WH-XL,7.46,0,7.46,1.24,6.22
#0000186,8598,1,GMST2020-BK-M,20,0,20,3.33,16.67
#0000186,8598,1,GMST2020-DKT-M,20,0,20,3.33,16.67
#0000186,8598,1,GMLT029-PC-S,24,0,24,4,20
#0000187,7204,1,GMHD015-CHM-S,10.2,0,10.2,1.7,8.5
#0000187,7204,1,GMJG008-BK-S,16,0,16,2.67,13.33
#0000187,7204,1,GMJG034-CH-S,24.5,0,24.5,4.08,20.42
#0000189,7557,1,GLLG025-GLM-M,12,0,12,2,10
#0000189,7557,1,GLLG025-SB-S,12,0,12,2,10
#0000189,7557,1,GLLG028-PTB/PTQ-M,21,0,21,3.5,17.5
#0000190,2409,1,GLLG028-WKH/WH-M,21,0,21,3.5,17.5
#0000190,2409,1,GLLG076-GL-M,22.4,0,22.4,3.73,18.67
#0000191,6663,1,GLPO011-DPKM-S,32,0,32,5.33,26.67
#0000191,6663,1,GLLG076-DPKM-S,28,0,28,4.67,23.33
#0000192,1949,1,GLLG049-PHC-S,36.66,2.39,34.27,0,34.27
#0000192,1949,1,GLCT009-PHC-S,28.2,1.84,26.36,0,26.36
#0000193,6258,1,GLLG012-RP-XS,36,,36,6,30
#0000194,5047,1,GMHD011-GLM-M,30.43,,30.43,4.86,25.58
#0000195,5875,1,GLLG062-DKR-M,45,4.5,40.5,6.75,33.75
#0000196,5021,1,GLLG1825-BK-S,18.7,0,18.7,0,18.7
#0000197,5858,1,GLSB023-CH/DPK-S,21.78,0,21.78,0,21.78
#0000197,5858,1,GLLG022-CH/DPK-M,21.78,0,21.78,0,21.78
#0000197,5858,1,GLSH006-CH/DPK-M,21.78,0,21.78,0,21.78
#0000199,1193,1,GLLG1829-TSB-L,37.91,3.79,34.12,0,34.12
#0000199,1193,1,GLSH2068-TP-L,22.74,2.28,20.46,0,20.46
#0000200,9951,1,GLSB2061-CHM/DPK-S,26.77,0,26.77,0,26.77
#0000200,9951,1,GLLG1824-CHM/DPK-S,38.24,0,38.24,0,38.24
#0000201,2423,1,GMSR009-GLM-M,18,,18,3,15
#0000202,6086,1,GLSB017-SKY-S,31.87,0,31.87,5.31,26.56
#0000204,6640,1,GLLG015-PHC-M,28.72,0,28.72,0,28.72
#0000204,6640,1,GMHD027-BK-S,42.32,0,42.32,0,42.32
#0000204,6640,1,GLPO015-BSN-S,26.45,0,26.45,0,26.45
#0000204,6640,1,GMST032-CW-S,16.63,0,16.63,0,16.63
#0000206,8770,1,GLVT034-PWM-S,18.03,0,18.03,0,18.03
#0000207,6677,1,GLSH020-BK-S,24,0,24,4,20
#0000208,9868,1,GLLG1833-BK-S,45,0,45,7.5,37.5
#0000208,9868,1,GLCT1853-BK-M,30,0,30,5,25
#0000208,9868,1,GLPO3378-BK-M,40,0,40,6.67,33.33
#0000209,3607,1,GMSH021-DB-L,34.7,,34.7,0,34.7
#0000209,3607,1,GMLT012-PM-L,33.93,,33.93,0,33.93
#0000210,2940,1,GLLG1840-BK/CH/GL-M,40,0,40,6.67,33.33
#0000210,2940,1,GLVT1869-BK/CH/GL-M,25,0,25,4.17,20.83
#0000211,7947,1,GMJG004-SB-S,37.3,,37.3,5.96,31.35
#0000211,7947,1,GMST034-BK-M,15.26,,15.26,2.44,12.82
#0000213,7258,1,GLLG1830-INDM-M,65.79,0,65.79,13.16,52.63
#0000213,7258,1,GLLG062-BK-M,71.77,0,71.77,14.35,57.42
#0000215,3496,1,GLLG1828-BK-S,55.63,0,55.63,11.13,44.5
#0000215,3496,1,GLLG1830-BKM-S,51.65,0,51.65,10.33,41.32
#0000216,652,1,GMBT3244-GRM-L,34.67,0,34.67,0,34.67
#0000218,9707,1,GMHD014-BK/GM-L,36.83,0,36.83,5.88,30.95
#0000219,3823,1,GMPO003-CHM-L,34,0,34,5.67,28.33
#0000222,3234,1,GMHD021-CHM-S,19.66,0,19.66,0,19.66
#0000223,6657,1,GLLG015-GLM/IND-XS,20.72,0,20.72,0,20.72
#0000223,6657,1,GLSB017-BK-XS,14.8,0,14.8,0,14.8
#0000224,1940,1,GMST016-AGM-L,0,0,0,0,0
#0000224,1940,1,GMST016-BKM-L,0,0,0,0,0
#0000224,1940,1,GMHD017-BK/GLM-L,0,0,0,0,0
#0000224,1940,1,GMLT002-BKM-L,0,0,0,0,0
#0000225,2533,1,GLLG1828-BK-M,48.41,0,48.41,9.68,38.73
#0000226,8216,1,GLSB017-BK-M,27.28,0,27.28,0,27.28
#0000226,8216,1,GLCT007-PL-M,28.71,0,28.71,0,28.71
#0000226,8216,1,GLSB011-BK-M,25.84,0,25.84,0,25.84
#0000227,9326,1,GWAL-CHC-S,25.07,0,25.07,4.18,20.89
#0000228,5876,1,GLLG058-DKRM/BSN-S,27.19,0,27.19,0,27.19
#0000229,7312,1,GLLG012-BK-S,25.2,0,25.2,4.2,21
#0000229,7312,1,GLLG014-BK-S,26.6,0,26.6,4.43,22.17
#0000232,9287,1,GMSH021-DB-M,32,,32,5.33,26.67
#0000234,6535,1,GLLG1828-BK-M,34.43,0,34.43,0,34.43
#0000237,5617,1,GLLG049-BT/BTM-M,47.63,0,47.63,8.27,39.36
#0000237,5617,1,GLVT031-BTM-M,29.98,0,29.98,5.2,24.78
#0000238,5290,1,GLLG039-PW-S,27.88,0,27.88,0,27.88
#0000238,5290,1,GLLG048-SL-S,24.24,0,24.24,0,24.24
#0000239,8208,1,GLLG043-BK-S,37.26,0,37.26,0,37.26
#0000239,8208,1,GLLG081-BK-S,29.81,0,29.81,0,29.81
#0000239,8208,1,GLLG081-TP-S,29.81,0,29.81,0,29.81
#0000241,9705,1,GMTK022-PT-S,16.67,1.39,15.28,0,15.28
#0000241,9705,1,GMLT012-PM-S,33.34,2.78,30.56,0,30.56
#0000241,9705,1,GMST034-PT/WH-S,13.64,1.14,12.5,0,12.51
#0000242,8016,1,GLCT009-BKM-S,30,3.6,26.4,4.4,22
#0000242,8016,1,GLJG007-PWM-S,36,4.32,31.68,5.28,26.4
#0000243,5217,1,GLPO004-BK-M,16,0,16,2.67,13.33
#0000244,890,1,GLLG1824-BK/CH-M,40,0,40,6.67,33.33
#0000245,2220,1,GLLG1830-INDM-S,39.02,0,39.02,0,39.02
#0000246,6019,1,GLLG035-IND/BK-M,35.23,0,35.23,0,35.23
#0000246,6019,1,GLSB016-IND/BK-M,26.77,0,26.77,0,26.77
#0000247,9628,1,GLCT023-PHC-M,30.69,3.07,27.62,0,27.62
#0000247,9628,1,GLLG082-PHC-S,38.36,3.84,34.52,0,34.52
#0000248,6652,1,GLLG016-BKM-S,40,,40,6.67,33.33
#0000249,1193,1,GLTK3410-BK-M,11.33,1.13,10.2,0,10.2
#0000249,1193,1,GLLG062-CTYE-L,41.53,4.16,37.37,0,37.37
#0000251,821,1,GLLG1839-BK-M,42.93,0,42.93,3.9,39.03
#0000253,3489,1,GLLG028-CH/CB-M,34.61,,34.61,6.47,28.14
#0000254,9473,1,GMST026-WH-M,28,0,28,4.67,23.33
#0000254,9473,1,GMST032-PT-M,18,0,18,3,15
#0000254,9473,1,GMST032-WH-L,18,0,18,3,15
#0000255,8622,1,GLJG004-SLDM-S,28.61,0,28.61,0,28.61
#0000257,8153,1,GMSH027-BK-S,30,7.5,22.5,3.75,18.75
#0000257,8153,1,GMUW002-BK/BK-S,18,4.5,13.5,2.25,11.25
#0000258,3666,1,GAHW001-BK/CHM,14,2.8,11.2,1.86,9.34
#0000258,3666,1,GAHW001-SB/GLM,14,2.8,11.2,1.86,9.34
#0000258,3666,1,GMSH006-PT-M,20,4,16,2.66,13.33
#0000260,3626,1,GMJG008-CHM-M,9.6,0,9.6,1.6,8
#0000261,674,1,GLLG025-BK-L,11.29,0,11.29,0,11.29
#0000261,674,1,GLLG025-SB-L,11.29,0,11.29,0,11.29
#0000261,674,1,GLLG028-BK/WH-L,18.96,0,18.96,0,18.96
#0000261,674,1,GLLG033-CP-L,25.28,0,25.28,0,25.28
#0000261,674,1,GLPO004-BK-M,24.08,0,24.08,0,24.08
#0000263,1595,1,GLLG3139-BK-L,35,3.5,31.5,5.25,26.25
#0000263,1595,1,GLLG3139-BK-XL,35,3.5,31.5,5.25,26.25
#0000263,1595,1,GLCT1847-BKM-S,30,3,27,4.5,22.5
#0000263,1595,1,GLCT1847-PGPM-S,30,3,27,4.5,22.5
#0000263,1595,1,GLSB024-DPKM/CH-S,25,2.5,22.5,3.75,18.75
#0000263,1595,1,GLSB1883-PGPM-S,25,2.5,22.5,3.75,18.75
#0000265,4279,1,GLCT013-DP-S,20.08,0,20.08,0,20.08
#0000265,4279,1,GLLG076-DPL-XS,25.81,0,25.81,0,25.81
#0000266,7883,1,GMTK023-WGN-XL,17.38,0,17.38,0,17.38
#0000267,4467,1,GLLG018-CH-S,30.8,0,30.8,5.13,25.67
#0000268,3910,1,GMSH024-SB-M,15.76,0,15.76,0,15.76
#0000268,3910,1,GMTK022-GLM-M,8.33,0,8.33,0,8.33
#0000268,3910,1,GMHD015-GLM-L,16.67,0,16.67,0,16.67
#0000268,3910,1,GLLG033-BK-L,15.91,0,15.91,0,15.91
#0000268,3910,1,GLLG033-BK-S,15.91,0,15.91,0,15.91
#0000268,3910,1,GMPO005-GLM-L,15.15,0,15.15,0,15.15
#0000268,3910,1,GMST034-GLM/WH-L,9.55,0,9.55,0,9.55
#0000269,2489,1,GMPO3018-CH-XL,34.03,0,34.03,5.44,28.59
#0000271,7468,1,GMST3104-BK-XL,11.45,0,11.45,0,11.45
#0000271,7468,1,GMST3104-WH-XL,11.45,0,11.45,0,11.45
#0000273,6559,1,GMST3192-WH-S,15.53,0,15.53,0,15.53
#0000273,6559,1,GMST3397-BK-S,11.65,0,11.65,0,11.65
#0000273,6559,1,GMTK022-AEB-S,13.66,0,13.66,0,13.66
#0000273,6559,1,GMTK022-SMGM-S,11.96,0,11.96,0,11.96
#0000273,6559,1,GMST052-BKM-S,8.15,0,8.15,0,8.15
#0000273,6559,1,GMJG036-BK-S,23.29,0,23.29,0,23.29
#0000274,4900,1,GLLG012-CHM-XS,40.34,,40.34,7,33.34
#0000276,3023,1,GLLG011-BK-M,36,0,36,6,30
#0000276,3023,1,GLV001-CO/MG-M,16,0,16,2.67,13.33
#0000276,3023,1,GLSB003-BKM/WH-M,24,0,24,4,20
#0000277,7590,1,GMPO003-CHM-M,23.8,0,23.8,3.97,19.83
#0000277,7590,1,GMST032-GLM-M,12.6,0,12.6,2.1,10.5
#0000280,2070,1,GLLG049-BK/BKM-M,38.7,5.81,32.89,0,32.89
#0000280,2070,1,GLLG049-CH/CHM-M,38.7,5.81,32.89,0,32.89
#0000280,2070,1,GLSB010-BK/SLG-M,29.77,4.47,25.3,0,25.31
#0000282,7169,1,GMSH006-BK-L,16.33,0,16.33,0,16.33
#0000282,7169,1,GMSR025-FRDM-L,15.24,0,15.24,0,15.24
#0000282,7169,1,GMTK022-BK-L,12.13,0,12.13,0,12.13
#0000282,7169,1,GMST1949-BK-L,13.61,0,13.61,0,13.61
#0000284,7600,1,GLLG1828-SLD-S,61.23,0,61.23,12.25,48.98
#0000284,7600,1,GLCT1846-SLD-S,39.36,0,39.36,7.87,31.49
#0000287,7324,1,GLJG004-BK-S,28,0,28,4.67,23.33
#0000287,7324,1,GLSB014-TP-S,16.8,0,16.8,2.8,14
#0000289,7655,1,GLSB023-WKH/WH-M,15.29,1.53,13.76,0,13.76
#0000289,7655,1,GLLG028-WKH/WH-M,19.66,1.97,17.69,0,17.69
#0000291,9553,1,GMJG012-GLM-M,43.78,,39.4,0,39.4
#0000292,846,1,GLCT020-BO-M,41.81,0,41.81,8.36,33.45
#0000292,846,1,GLLG062-BO-S,71.68,0,71.68,14.34,57.34
#0000293,2056,1,GFTT-BL-S,12.85,0,12.85,2.23,10.62
#0000293,2056,1,GFTT-GP-S,12.85,0,12.85,2.23,10.62
#0000294,5376,1,GLLG006-MN-S,30.2,0,30.2,0,30.2
#0000295,9960,1,GMB002-NV/WH-M,30.68,0,30.68,4.9,25.78
#0000296,6569,1,GMSH006-BK-S,19.75,0,19.75,0,19.75
#0000296,6569,1,GMTK025-BK-M,19.75,0,19.75,0,19.75
#0000297,3423,1,GMST034-VR-M,16,,16,2.67,13.33
